,dt,kalman_vx,kalman_vy,kalman_vz,imu_vx,imu_vy,imu_vz,openvr_vx,openvr_vy,openvr_vz
0,2.58432936668396,-0.016200111122085484,0.008674551424530491,-0.01097904220341854,-0.0011803004257640722,0.014344859519533789,0.6251224658645261,-0.0033830589693942953,0.004955726511291654,-0.004954427320009273
1,3.0849311351776123,0.017350025642632463,0.001847019290683968,0.001562734239594727,0.0698195471563675,0.0266552923349412,0.010878351262354936,0.0003389526516077296,0.002590786917033284,-0.0015192558306112176
2,3.5849809646606445,0.008413696226472804,0.004040621588572511,0.023206309096966304,-0.011576041784476722,-0.008702299081599706,0.001566365627921573,-0.004458635487739175,-0.00027912365837048773,-0.003874520334260733
3,4.085996627807617,0.008725915831890446,0.0015357868591581291,0.010812292885394453,-0.11042646980611302,0.10741947576554978,6.276840542325764,-0.003543199246153002,-0.0017156322387094386,-0.0020878728964530986
4,4.586544752120972,-0.004724243659843738,-0.0009948339459870587,-0.006538540026288781,-0.1545831230209948,-0.0639479369624477,0.0009303286586617291,-0.003965005208759283,0.0006261078129928903,-0.0027236069898072357
5,5.0870139598846436,-0.010268967970548264,0.002085414360061872,-0.006877360088881485,-0.21357226246272729,-0.08267626212268307,0.006749152366261051,-0.003648217569103122,-0.00018352768693489716,-0.0033741862152365516
6,5.587843656539917,-0.016774745559058724,-0.004016318234828947,-0.004724071284939339,-0.28767216421840175,0.05055391164366941,6.274775189664638,0.003097617804196479,0.0025832161951967786,-0.0005611439248771862
7,6.08858060836792,-0.004567453653147203,0.008786909236452756,-0.012036453404008983,-0.3083851157325851,-0.10908945898784161,0.009938022926318445,-0.0002622597887704495,0.00016578965596851633,0.0005060942082710008
8,6.5893049240112305,0.001454604864767197,-0.0011201742557281993,0.0007776785889073609,-0.3684411387031842,0.029850177750124496,6.278882579765549,0.002433566867772215,-0.0013723125737215092,0.003371693900339392
9,7.090389251708984,-0.02867381618965293,-0.0033301613050379566,-0.02690758972466519,-0.39711050640783774,0.02845681920200217,6.272206210904014,0.0049801848662234804,0.0006433013720997928,0.002966596150457145
10,7.590785980224609,0.022008685159382098,-0.004622190519392203,0.018634784539311992,-0.3957086433660732,-0.1238864574931888,0.0022715947542536912,0.0012114010874576305,0.0017525320740050645,9.361028666255529e-05
11,8.091091394424438,0.0042208719435325006,0.0008830779036578546,-0.004305709529065048,-0.41781730319305654,-0.11539229621362145,0.012719611429211877,0.0016565541731665464,-0.0009012446115572443,0.0030549633050477917
12,8.591135263442993,0.005048260577673452,0.003823063152148757,0.0027465411109699038,-0.4337708589827934,-0.10322512342085069,0.005221511682808726,-0.009307484158098175,-0.0009307390579632363,-0.005989548453990635
13,9.092635869979858,0.014572327584931795,0.0034348232029638133,0.01938681301339793,-0.46813932405836123,0.06105008779606436,6.278142233635218,-0.010846864902576268,-0.00189905178506006,-0.00564004231932963
14,9.593532800674438,0.007768318974526871,-0.0003379734015804799,-0.005869366944700003,-0.47071927134533725,0.08284931935382663,6.275823962201496,-0.0003069492780829533,0.002088751465221847,-0.005255687702783601
15,10.094590425491333,-0.002100583276539598,0.0018229606663850819,-0.028860029779369554,-0.46402204125552377,0.1108024906837036,6.2766879637060065,0.0009904622430098042,0.0024394835929561027,-0.0032338875058864763
16,10.59546422958374,-0.006721579579949543,-0.0029411548932518844,-0.006961451448378297,-0.4221430969193328,-0.0028864192943896506,-5.925440989970261e-05,0.005467218749812751,-0.0026748102902911,0.009205147594374605
17,13.215408325195312,-0.010119442506378815,-0.014447161048004205,-0.02371515577343171,-0.7196634339616398,-0.2982524573672736,0.0029245832662482853,-0.0071724172243609816,-0.006423240735056658,-0.00038356307265756395
